Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (LST),Year,Month,Day,Time (LST),Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/6/2022 22:00,2022,4,6,22:00,7.3,,7,,98,,,M,14,,9,,,M,97.83,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/6/2022 23:00,2022,4,6,23:00,7.2,,7,,99,,,M,15,,7,,,M,97.8,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/7/2022 0:00,2022,4,7,0:00,7.8,,7.6,,99,,,M,17,,7,,,M,97.8,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/7/2022 1:00,2022,4,7,1:00,8.1,,7.9,,99,,,M,27,,9,,,M,97.81,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/7/2022 2:00,2022,4,7,2:00,8.6,,8.4,,99,,,M,24,,4,,,M,97.82,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/7/2022 3:00,2022,4,7,3:00,8.2,,7.6,,96,,,M,28,,8,,,M,97.81,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/7/2022 4:00,2022,4,7,4:00,8.3,,7.7,,96,,,M,22,,10,,,M,97.85,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/7/2022 5:00,2022,4,7,5:00,7.9,,7.3,,96,,,M,19,,7,,,M,97.81,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/7/2022 6:00,2022,4,7,6:00,7.7,,7.2,,97,,,M,19,,7,,,M,97.88,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/7/2022 7:00,2022,4,7,7:00,7.3,,6.8,,97,,,M,18,,11,,,M,97.94,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/7/2022 8:00,2022,4,7,8:00,8.3,,7.4,,94,,,M,17,,11,,,M,97.97,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/7/2022 9:00,2022,4,7,9:00,8.8,,6.9,,88,,,M,19,,9,,,M,97.97,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/7/2022 10:00,2022,4,7,10:00,8.9,,6.2,,83,,,M,21,,20,,,M,98.02,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/7/2022 11:00,2022,4,7,11:00,10.2,,6.8,,79,,,M,15,,16,,,M,97.94,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/7/2022 12:00,2022,4,7,12:00,10.7,,5.9,,72,,,M,19,,19,,,M,97.92,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/7/2022 13:00,2022,4,7,13:00,11.3,,5.2,,66,,,M,19,,21,,,M,97.91,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/7/2022 14:00,2022,4,7,14:00,11.8,,4.9,,62,,,M,20,,21,,,M,97.86,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/7/2022 15:00,2022,4,7,15:00,11.4,,6.2,,70,,,M,16,,18,,,M,97.84,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/7/2022 16:00,2022,4,7,16:00,9.7,,6.9,,83,,,M,17,,18,,,M,97.89,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/7/2022 17:00,2022,4,7,17:00,8.9,,7.7,,92,,,M,13,,12,,,M,97.91,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/7/2022 18:00,2022,4,7,18:00,7.7,,6.1,,89,,,M,17,,14,,,M,97.98,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/7/2022 19:00,2022,4,7,19:00,7,,6,,93,,,M,14,,10,,,M,98.01,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/7/2022 20:00,2022,4,7,20:00,6.6,,5.8,,95,,,M,11,,7,,,M,98.02,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/7/2022 21:00,2022,4,7,21:00,6.7,,5.5,,92,,,M,16,,5,,,M,98.02,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/7/2022 22:00,2022,4,7,22:00,5.9,,5,,94,,,M,14,,9,,,M,97.98,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/7/2022 23:00,2022,4,7,23:00,5.6,,4.8,,94,,,M,5,,3,,,M,97.95,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/8/2022 0:00,2022,4,8,0:00,5.4,,4.5,,94,,,M,32,,5,,,M,97.91,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/8/2022 1:00,2022,4,8,1:00,4.9,,4.3,,96,,,M,27,,8,,,M,97.88,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/8/2022 2:00,2022,4,8,2:00,5,,4.4,,96,,,M,28,,10,,,M,97.81,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/8/2022 3:00,2022,4,8,3:00,4.8,,3.8,,93,,,M,27,,18,,,M,97.82,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/8/2022 4:00,2022,4,8,4:00,4.5,,3.3,,92,,,M,26,,4,,,M,97.8,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/8/2022 5:00,2022,4,8,5:00,3.5,,2.7,,95,,,M,22,,3,,,M,97.81,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/8/2022 6:00,2022,4,8,6:00,3.3,,2.5,,95,,,M,24,,4,,,M,97.84,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/8/2022 7:00,2022,4,8,7:00,4.6,,2.9,,88,,,M,24,,7,,,M,97.85,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/8/2022 8:00,2022,4,8,8:00,6,,1.6,,74,,,M,23,,12,,,M,97.86,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/8/2022 9:00,2022,4,8,9:00,6.7,,0.7,,66,,,M,25,,24,,,M,97.86,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/8/2022 10:00,2022,4,8,10:00,6.2,,1.8,,74,,,M,25,,26,,,M,97.87,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/8/2022 11:00,2022,4,8,11:00,6.9,,2.2,,72,,,M,21,,14,,,M,97.84,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/8/2022 12:00,2022,4,8,12:00,8.1,,2.4,,67,,,M,21,,21,,,M,97.79,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/8/2022 13:00,2022,4,8,13:00,5.1,,0.6,,73,,,M,24,,43,,,M,97.81,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/8/2022 14:00,2022,4,8,14:00,5.3,,2.4,,82,,,M,24,,31,,,M,97.82,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/8/2022 15:00,2022,4,8,15:00,5.9,,2.9,,81,,,M,16,,13,,,M,97.79,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/8/2022 16:00,2022,4,8,16:00,7.6,,0.8,,62,,,M,26,,23,,,M,97.81,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/8/2022 17:00,2022,4,8,17:00,8.1,,1.1,,61,,,M,21,,8,,,M,97.81,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/8/2022 18:00,2022,4,8,18:00,6.9,,1.5,,68,,,M,20,,7,,,M,97.81,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/8/2022 19:00,2022,4,8,19:00,6.3,,0.7,,67,,,M,18,,9,,,M,97.82,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/8/2022 20:00,2022,4,8,20:00,5.8,,1,,71,,,M,21,,22,,,M,97.88,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/8/2022 21:00,2022,4,8,21:00,5.2,,1.2,,75,,,M,21,,21,,,M,97.91,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/8/2022 22:00,2022,4,8,22:00,4.2,,1.2,,81,,,M,20,,13,,,M,97.9,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/8/2022 23:00,2022,4,8,23:00,3.5,,1.3,,86,,,M,20,,10,,,M,97.89,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/9/2022 0:00,2022,4,9,0:00,3,,1.6,,90,,,M,19,,12,,,M,97.87,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/9/2022 1:00,2022,4,9,1:00,3.2,,1.6,,89,,,M,24,,5,,,M,97.83,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/9/2022 2:00,2022,4,9,2:00,3.4,,2,,90,,,M,20,,4,,,M,97.81,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/9/2022 3:00,2022,4,9,3:00,3.2,,1.3,,88,,,M,27,,8,,,M,97.81,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/9/2022 4:00,2022,4,9,4:00,3.1,,1.2,,87,,,M,28,,13,,,M,97.82,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/9/2022 5:00,2022,4,9,5:00,3.5,,1.7,,88,,,M,28,,11,,,M,97.84,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/9/2022 6:00,2022,4,9,6:00,3.5,,1.8,,88,,,M,22,,6,,,M,97.88,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/9/2022 7:00,2022,4,9,7:00,3.8,,1.9,,87,,,M,19,,4,,,M,97.95,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/9/2022 8:00,2022,4,9,8:00,4.3,,2,,85,,,M,21,,4,,,M,97.97,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/9/2022 9:00,2022,4,9,9:00,3.8,,2.6,,92,,,M,31,,22,,,M,97.99,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/9/2022 10:00,2022,4,9,10:00,3.3,,2,,92,,,M,31,,21,,,M,98.04,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/9/2022 11:00,2022,4,9,11:00,4.7,,2.7,,87,,,M,31,,16,,,M,98.03,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/9/2022 12:00,2022,4,9,12:00,5.2,,1.6,,77,,,M,30,,23,,,M,98.03,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/9/2022 13:00,2022,4,9,13:00,6.9,,1.9,,70,,,M,30,,16,,,M,98,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/9/2022 14:00,2022,4,9,14:00,6.7,,-0.9,,58,,,M,26,,31,,,M,98.01,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/9/2022 15:00,2022,4,9,15:00,6.5,,-0.6,,61,,,M,28,,30,,,M,98.03,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/9/2022 16:00,2022,4,9,16:00,6,,-1.4,,59,,,M,27,,30,,,M,98.1,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/9/2022 17:00,2022,4,9,17:00,4.6,,-2.5,,60,,,M,28,,31,,,M,98.17,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/9/2022 18:00,2022,4,9,18:00,3.4,,-2.9,,63,,,M,27,,33,,,M,98.23,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/9/2022 19:00,2022,4,9,19:00,2.5,,-3.3,,66,,,M,30,,23,,,M,98.32,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/9/2022 20:00,2022,4,9,20:00,2.2,,-3.7,,65,,,M,27,,27,,,M,98.4,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/9/2022 21:00,2022,4,9,21:00,2.2,,-3.4,,66,,,M,28,,21,,,M,98.43,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/9/2022 22:00,2022,4,9,22:00,2.1,,-2.9,,69,,,M,28,,23,,,M,98.46,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/9/2022 23:00,2022,4,9,23:00,1.6,,-3.4,,70,,,M,28,,22,,,M,98.48,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/10/2022 0:00,2022,4,10,0:00,1.4,,-3.1,,72,,,M,27,,21,,,M,98.49,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/10/2022 1:00,2022,4,10,1:00,0.6,,-1.9,,84,,,M,27,,24,,,M,98.5,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/10/2022 2:00,2022,4,10,2:00,0.6,,-1.5,,86,,,M,25,,11,,,M,98.48,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/10/2022 3:00,2022,4,10,3:00,0.9,,-1.2,,86,,,M,24,,7,,,M,98.46,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/10/2022 4:00,2022,4,10,4:00,1.4,,-2.3,,76,,,M,28,,26,,,M,98.5,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/10/2022 5:00,2022,4,10,5:00,0.7,,-1.3,,86,,,M,28,,23,,,M,98.56,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/10/2022 6:00,2022,4,10,6:00,0.8,,-2.9,,76,,,M,30,,30,,,M,98.63,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/10/2022 7:00,2022,4,10,7:00,0.9,,-3,,75,,,M,30,,28,,,M,98.71,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/10/2022 8:00,2022,4,10,8:00,1.1,,-2.4,,77,,,M,30,,27,,,M,98.79,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/10/2022 9:00,2022,4,10,9:00,1.4,,-2,,78,,,M,30,,33,,,M,98.87,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/10/2022 10:00,2022,4,10,10:00,2.8,,-2,,71,,,M,29,,33,,,M,98.92,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/10/2022 11:00,2022,4,10,11:00,3.5,,-1.4,,70,,,M,30,,29,,,M,98.95,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/10/2022 12:00,2022,4,10,12:00,4.6,,-3.1,,57,,,M,31,,35,,,M,98.94,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/10/2022 13:00,2022,4,10,13:00,5,,-3.1,,56,,,M,29,,33,,,M,98.95,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/10/2022 14:00,2022,4,10,14:00,5.4,,-3.3,,53,,,M,31,,36,,,M,98.97,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/10/2022 15:00,2022,4,10,15:00,6.3,,-3.2,,51,,,M,32,,37,,,M,98.95,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/10/2022 16:00,2022,4,10,16:00,6.9,,-2.6,,51,,,M,30,,27,,,M,98.98,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/10/2022 17:00,2022,4,10,17:00,6.8,,-2,,53,,,M,32,,32,,,M,99.01,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/10/2022 18:00,2022,4,10,18:00,5.8,,-3,,53,,,M,32,,32,,,M,99.09,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/10/2022 19:00,2022,4,10,19:00,4.6,,-3.4,,56,,,M,32,,24,,,M,99.14,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/10/2022 20:00,2022,4,10,20:00,3.5,,-3.1,,62,,,M,30,,15,,,M,99.23,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/10/2022 21:00,2022,4,10,21:00,3.1,,-3.7,,61,,,M,34,,6,,,M,99.27,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/10/2022 22:00,2022,4,10,22:00,2.1,,-3.5,,66,,,M,29,,10,,,M,99.28,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/10/2022 23:00,2022,4,10,23:00,1,,-3.5,,72,,,M,18,,4,,,M,99.28,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/11/2022 0:00,2022,4,11,0:00,0.4,,-3.3,,76,,,M,28,,14,,,M,99.33,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/11/2022 1:00,2022,4,11,1:00,-0.6,,-3.1,,83,,,M,28,,8,,,M,99.36,,,,-3,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/11/2022 2:00,2022,4,11,2:00,-0.7,,-3.3,,82,,,M,28,,12,,,M,99.4,,,,-5,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/11/2022 3:00,2022,4,11,3:00,-0.7,,-3.3,,83,,,M,30,,9,,,M,99.4,,,,-4,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/11/2022 4:00,2022,4,11,4:00,-1.4,,-3.5,,86,,,M,17,,4,,,M,99.34,,,,-3,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/11/2022 5:00,2022,4,11,5:00,-0.7,,-3.4,,82,,,M,18,,8,,,M,99.27,,,,-4,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/11/2022 6:00,2022,4,11,6:00,0.7,,-1.9,,83,,,M,15,,13,,,M,99.22,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/11/2022 7:00,2022,4,11,7:00,2.4,,-0.8,,80,,,M,14,,13,,,M,99.2,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/11/2022 8:00,2022,4,11,8:00,3.9,,-2.2,,64,,,M,14,,18,,,M,99.19,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/11/2022 9:00,2022,4,11,9:00,4.7,,-2.1,,62,,,M,13,,19,,,M,99.18,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/11/2022 10:00,2022,4,11,10:00,5.5,,-1.1,,63,,,M,13,,17,,,M,99.09,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/11/2022 11:00,2022,4,11,11:00,5.3,,-0.7,,65,,,M,12,,18,,,M,98.97,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/11/2022 12:00,2022,4,11,12:00,6.9,,0.1,,62,,,M,16,,23,,,M,98.91,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/11/2022 13:00,2022,4,11,13:00,8.4,,1.1,,60,,,M,15,,23,,,M,98.79,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/11/2022 14:00,2022,4,11,14:00,9.1,,1.5,,59,,,M,14,,18,,,M,98.76,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/11/2022 15:00,2022,4,11,15:00,9.9,,1.5,,56,,,M,13,,12,,,M,98.67,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/11/2022 16:00,2022,4,11,16:00,9.9,,1.8,,57,,,M,15,,14,,,M,98.63,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/11/2022 17:00,2022,4,11,17:00,8.6,,2.5,,65,,,M,18,,15,,,M,98.65,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/11/2022 18:00,2022,4,11,18:00,8.1,,3.2,,71,,,M,18,,12,,,M,98.63,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/11/2022 19:00,2022,4,11,19:00,7.9,,3.6,,74,,,M,17,,7,,,M,98.63,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/11/2022 20:00,2022,4,11,20:00,8.1,,4.5,,78,,,M,16,,5,,,M,98.66,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/11/2022 21:00,2022,4,11,21:00,8,,5.6,,85,,,M,17,,3,,,M,98.69,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/11/2022 22:00,2022,4,11,22:00,8.1,,6.1,,87,,,M,31,,14,,,M,98.7,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/11/2022 23:00,2022,4,11,23:00,7.1,,5,,86,,,M,28,,9,,,M,98.72,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/12/2022 0:00,2022,4,12,0:00,7.2,,5.2,,87,,,M,22,,4,,,M,98.77,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/12/2022 1:00,2022,4,12,1:00,9.7,,3.3,,64,,,M,30,,27,,,M,98.86,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/12/2022 2:00,2022,4,12,2:00,8.9,,2,,62,,,M,29,,22,,,M,98.93,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/12/2022 3:00,2022,4,12,3:00,8.5,,1.9,,63,,,M,29,,22,,,M,99.04,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/12/2022 4:00,2022,4,12,4:00,7.4,,1.8,,67,,,M,30,,24,,,M,99.16,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/12/2022 5:00,2022,4,12,5:00,6.5,,1.4,,70,,,M,30,,22,,,M,99.21,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/12/2022 6:00,2022,4,12,6:00,5.5,,1.1,,73,,,M,31,,13,,,M,99.28,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/12/2022 7:00,2022,4,12,7:00,7,,0.9,,65,,,M,30,,14,,,M,99.39,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/12/2022 8:00,2022,4,12,8:00,9.5,,-0.4,,50,,,M,33,,8,,,M,99.48,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/12/2022 9:00,2022,4,12,9:00,10.6,,-1.6,,42,,,M,4,,8,,,M,99.51,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/12/2022 10:00,2022,4,12,10:00,12.1,,-2.1,,37,,,M,33,,6,,,M,99.57,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/12/2022 11:00,2022,4,12,11:00,13.9,,-0.7,,36,,,M,4,,7,,,M,99.6,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/12/2022 12:00,2022,4,12,12:00,15.7,,-1.6,,30,,,M,23,,10,,,M,99.54,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/12/2022 13:00,2022,4,12,13:00,16,,-3,,27,,,M,36,,6,,,M,99.52,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/12/2022 14:00,2022,4,12,14:00,16.5,,-0.9,,30,,,M,26,,25,,,M,99.5,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/12/2022 15:00,2022,4,12,15:00,16.7,,-0.8,,30,,,M,22,,25,,,M,99.5,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/12/2022 16:00,2022,4,12,16:00,16.5,,-2,,28,,,M,24,,22,,,M,99.46,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/12/2022 17:00,2022,4,12,17:00,15.3,,-1.6,,31,,,M,22,,22,,,M,99.46,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/12/2022 18:00,2022,4,12,18:00,14.7,,1.8,,41,,,M,23,,21,,,M,99.42,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/12/2022 19:00,2022,4,12,19:00,13.4,,2.3,,47,,,M,19,,9,,,M,99.39,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/12/2022 20:00,2022,4,12,20:00,13,,1.8,,46,,,M,1,,1,,,M,99.39,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/12/2022 21:00,2022,4,12,21:00,12.5,,2.2,,49,,,M,18,,9,,,M,99.38,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/12/2022 22:00,2022,4,12,22:00,11.6,,2.4,,53,,,M,31,,5,,,M,99.4,,,,,,NA
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,4/12/2022 23:00,2022,4,12,23:00,10.3,,3.1,,61,,,M,8,,8,,,M,99.26,,,,,,NA
